,Supply_ID,mean_x1_days,max_x1_days,min_x1_days,sd_x1_days,mean_x2_days,max_x2_days,min_x2_days,sd_x2_days,mean_x3_days,max_x3_days,min_x3_days,sd_x3_days,mean_x4_days,max_x4_days,min_x4_days,sd_x4_days,mean_x5_days,max_x5_days,min_x5_days,sd_x5_days,mean_x6_days,max_x6_days,min_x6_days,sd_x6_days,mean_x7_days,max_x7_days,min_x7_days,sd_x7_days,mean_x8_days,max_x8_days,min_x8_days,sd_x8_days,mean_x9_days,max_x9_days,min_x9_days,sd_x9_days,mean_x10_days,max_x10_days,min_x10_days,sd_x10_days,mean_x11_days,max_x11_days,min_x11_days,sd_x11_days,mean_x12_days,max_x12_days,min_x12_days,sd_x12_days,mean_x13_days,max_x13_days,min_x13_days,sd_x13_days,mean_x14_days,max_x14_days,min_x14_days,sd_x14_days,mean_x15_days,max_x15_days,min_x15_days,sd_x15_days,mean_x16_days,max_x16_days,min_x16_days,sd_x16_days,mean_x17_days,max_x17_days,min_x17_days,sd_x17_days,mean_x18_days,max_x18_days,min_x18_days,sd_x18_days,mean_x19_days,max_x19_days,min_x19_days,sd_x19_days,mean_x20_days,max_x20_days,min_x20_days,sd_x20_days,mean_x21_days,max_x21_days,min_x21_days,sd_x21_days,mean_x22_days,max_x22_days,min_x22_days,sd_x22_days,mean_x23_days,max_x23_days,min_x23_days,sd_x23_days,mean_x24_days,max_x24_days,min_x24_days,sd_x24_days,mean_x25_days,max_x25_days,min_x25_days,sd_x25_days,mean_x26_days,max_x26_days,min_x26_days,sd_x26_days,mean_x27_days,max_x27_days,min_x27_days,sd_x27_days,mean_x28_days,max_x28_days,min_x28_days,sd_x28_days,mean_x29_days,max_x29_days,min_x29_days,sd_x29_days,mean_x30_days,max_x30_days,min_x30_days,sd_x30_days,mean_x31_days,max_x31_days,min_x31_days,sd_x31_days,mean_x32_days,max_x32_days,min_x32_days,sd_x32_days,mean_x33_days,max_x33_days,min_x33_days,sd_x33_days,mean_x34_days,max_x34_days,min_x34_days,sd_x34_days,mean_x35_days,max_x35_days,min_x35_days,sd_x35_days,mean_x36_days,max_x36_days,min_x36_days,sd_x36_days,mean_x37_days,max_x37_days,min_x37_days,sd_x37_days,mean_x38_days,max_x38_days,min_x38_days,sd_x38_days,mean_x39_days,max_x39_days,min_x39_days,sd_x39_days,mean_x40_days,max_x40_days,min_x40_days,sd_x40_days
23,SUPPLY025,0.1416,0.322,0.072,0.09594002756351953,0.0762,0.265,0.014,0.06982486026560392,0.023700000000000002,0.04,0.01,0.012392201849012413,0.0211,0.038,0.009,0.010887811738106259,0.019700000000000002,0.035,0.008,0.011195733314278457,0.019200000000000002,0.035,0.009,0.010064238117656443,0.027600000000000003,0.051,0.009,0.01192755912442553,0.0692,0.133,0.037,0.02619499528111769,0.068,0.104,0.049,0.016465452046971293,0.0773,0.099,0.052,0.01504105492754193,0.137,0.414,0.055,0.1298075498574717,0.08800000000000001,0.297,0.044,0.07609496990238214,0.035500000000000004,0.069,0.01,0.02215225095159005,0.0198,0.036,0.01,0.009437513796899406,0.0274,0.066,0.01,0.019945481248198105,0.11099999999999999,0.368,0.021,0.11063654208463153,0.04889999999999999,0.079,0.038,0.013353734392379617,0.057699999999999994,0.077,0.031,0.015585249436566615,0.053200000000000004,0.074,0.035,0.012839176159101658,0.0897,0.204,0.037,0.06306090530414052,0.0728,0.191,0.045,0.043322562764043,0.0494,0.07,0.04,0.009811557810392123,0.0263,0.069,0.008,0.020564532574313475,0.0369,0.054,0.02,0.010660935960578486,0.13699999999999998,0.666,0.009,0.2097167401785349,0.023000000000000003,0.04,0.009,0.012046207333061769,0.0563,0.122,0.031,0.025033533066224946,0.0724,0.106,0.041,0.019563003632139697,0.0618,0.108,0.039,0.018954917274651685,0.0883,0.338,0.025,0.11301233954258665,0.039900000000000005,0.069,0.025,0.014019430960079817,0.0392,0.07,0.01,0.019954392443213544,0.024300000000000006,0.04,0.01,0.012684636376341261,0.026400000000000007,0.052,0.009,0.016513967152417104,0.0209,0.04,0.009,0.01133774423968209,0.16330000000000003,0.64,0.009,0.22881484508950314,0.10600000000000001,0.346,0.039,0.0916539385102705,0.0474,0.065,0.015,0.01701763790894612,0.2431,0.587,0.05,0.2150661138657909,0.084,0.261,0.03,0.07751558982983144
24,SUPPLY026,0.030300000000000004,0.05,0.024,0.008165646194746487,0.028100000000000003,0.033,0.025,0.0034140233677518316,0.0262,0.031,0.025,0.0017511900715418264,0.0252,0.026,0.025,0.00042163702135578285,0.022300000000000004,0.03,0.002,0.008538149682454624,0.0019000000000000002,0.002,0.001,0.000316227766016838,0.0025,0.006,0.001,0.0014337208778404378,0.0026000000000000003,0.008,0.002,0.001897366596101028,0.0229,0.043,0.001,0.01538000144487784,0.030800000000000004,0.038,0.025,0.004661902329879223,0.028900000000000002,0.037,0.024,0.004817791102892601,0.027200000000000002,0.039,0.025,0.004184627953726724,0.026000000000000002,0.026,0.026,3.657118196434064e-18,0.027700000000000002,0.044,0.025,0.005735852159879994,0.0103,0.039,0.001,0.014087425440993666,0.0018000000000000002,0.002,0.001,0.00042163702135578394,0.0031,0.008,0.001,0.002601281735350223,0.0038,0.015,0.001,0.0043919117578668275,0.029700000000000004,0.045,0.025,0.0069610024820822725,0.031999999999999994,0.044,0.025,0.008178562764256863,0.029600000000000005,0.041,0.025,0.005103375789067903,0.026000000000000002,0.027,0.025,0.0004714045207910313,0.0262,0.031,0.025,0.0017511900715418258,0.0245,0.032,0.007,0.006467869303977418,0.0024000000000000002,0.009,0.001,0.0023664319132398457,0.0018000000000000002,0.002,0.001,0.00042163702135578394,0.0018000000000000002,0.002,0.001,0.00042163702135578394,0.0127,0.036,0.001,0.01435308716308485,0.0316,0.041,0.024,0.00656928881657334,0.0308,0.039,0.025,0.004638007234913623,0.028300000000000002,0.036,0.025,0.00447337804249888,0.026399999999999996,0.032,0.025,0.002011080417199781,0.0254,0.026,0.025,0.0005163977794943209,0.014600000000000002,0.031,0.001,0.012562731479348837,0.0024000000000000002,0.008,0.001,0.0020110804171997805,0.0017000000000000001,0.002,0.001,0.00048304589153964797,0.0017000000000000001,0.002,0.001,0.00048304589153964797,0.0225,0.031,0.002,0.009686760724480258,0.030600000000000006,0.038,0.025,0.005253570214625478,0.027099999999999996,0.032,0.025,0.002601281735350223
25,SUPPLY027,0.1818,0.355,0.02,0.13011260080748863,0.0371,0.097,0.013,0.03143759250041616,0.020499999999999997,0.036,0.007,0.00836991968632648,0.016300000000000002,0.025,0.009,0.00581282107834818,0.0553,0.243,0.006,0.07889803546350187,0.2783,0.649,0.034,0.17924040343131964,0.2339,0.371,0.033,0.12031297149979761,0.078,0.129,0.046,0.03312602199681292,0.1439,0.395,0.027,0.13583850705893377,0.2947,0.422,0.083,0.12413975099772746,0.16799999999999998,0.376,0.029,0.17352233285660953,0.0252,0.037,0.016,0.007612854625930771,0.015600000000000003,0.028,0.01,0.005699902533279749,0.0733,0.377,0.011,0.1136134283925589,0.13409999999999997,0.364,0.015,0.15458363432136016,0.047299999999999995,0.108,0.013,0.03309263093533396,0.2354,0.447,0.029,0.14737344853579742,0.41369999999999996,0.657,0.3,0.13831128338321175,0.38029999999999997,0.639,0.088,0.1887614897165203,0.32930000000000004,0.668,0.083,0.17997348570152094,0.085,0.368,0.009,0.13168143377105215,0.016500000000000004,0.032,0.009,0.006687467549246293,0.013099999999999997,0.02,0.01,0.004581363212940979,0.0627,0.329,0.009,0.09920803058892629,0.26239999999999997,0.431,0.019,0.1683529361523318,0.2298,0.396,0.028,0.15476993678790896,0.11090000000000003,0.374,0.032,0.10194056002287696,0.1431,0.449,0.031,0.16364490690380668,0.19459999999999997,0.371,0.02,0.15464813107323488,0.1588,0.349,0.035,0.1270973380261496,0.3806,0.553,0.307,0.06900112720496353,0.1526,0.362,0.013,0.13327265285871667,0.05990000000000001,0.168,0.01,0.049332094579042106,0.14950000000000002,0.362,0.009,0.13665630041986518,0.1254,0.259,0.05,0.06342309428661526,0.2364,0.368,0.129,0.08347215104452502,0.06770000000000001,0.159,0.025,0.0434486926027572,0.18720000000000003,0.427,0.064,0.10951184613750443,0.21539999999999998,0.381,0.032,0.14387818922037257,0.0654,0.104,0.032,0.028725520979706452
26,SUPPLY028,0.15059999999999998,0.362,0.037,0.13542788158688415,0.3754,0.624,0.113,0.17429999681264738,0.0428,0.227,0.002,0.0737289329609181,0.0095,0.021,0.002,0.006704061787039588,0.0196,0.051,0.002,0.013680480823258939,0.23420000000000002,0.554,0.019,0.1726015321162848,0.21939999999999998,0.349,0.071,0.10570314827646127,0.3759,0.514,0.209,0.11561953891007255,0.11710000000000001,0.277,0.019,0.10304955657891551,0.1018,0.334,0.034,0.11878626931500871,0.22679999999999997,0.472,0.037,0.17178526647468279,0.2913,0.759,0.002,0.2933913010904644,0.0239,0.035,0.011,0.007355270219373318,0.021300000000000003,0.032,0.003,0.008944893018427392,0.1799,0.523,0.007,0.20598190319648094,0.1339,0.252,0.007,0.0989909647953343,0.1266,0.318,0.027,0.12424813881905838,0.374,0.462,0.305,0.04259368758656878,0.11300000000000002,0.39,0.013,0.13919690290296613,0.048,0.064,0.037,0.009297550453987568,0.28380000000000005,0.36,0.056,0.0970312664385386,0.036199999999999996,0.288,0.002,0.088567362937923,0.0083,0.018,0.002,0.005657836257007718,0.014900000000000002,0.034,0.002,0.00921894185299424,0.1426,0.541,0.002,0.21807806960912976,0.2641,0.58,0.041,0.19045235624691023,0.30700000000000005,0.337,0.227,0.033898541430437856,0.11619999999999997,0.29,0.004,0.134992839316264,0.0184,0.031,0.011,0.0063979163274720426,0.0546,0.203,0.013,0.07171734642175334,0.15710000000000002,0.451,0.028,0.15797218461207374,0.24989999999999996,0.606,0.002,0.28715286289129466,0.0194,0.03,0.01,0.007229568912920511,0.1994,0.439,0.018,0.14755654283471586,0.0498,0.309,0.002,0.09338070226527297,0.3135,0.633,0.058,0.16337091404394957,0.3032,0.588,0.047,0.1950434709380336,0.10529999999999999,0.287,0.02,0.10014883368711235,0.20459999999999998,0.507,0.011,0.18476122729379968,0.017499999999999998,0.022,0.01,0.004478342947514801
27,SUPPLY029,0.13520000000000001,0.339,0.077,0.07553189171910543,0.1339,0.421,0.046,0.145613224368912,0.0256,0.034,0.012,0.0055417606508321084,0.0241,0.031,0.013,0.00540473043833928,0.06870000000000001,0.195,0.025,0.05854352606774249,0.0908,0.151,0.027,0.03443125195387341,0.11869999999999999,0.298,0.017,0.09503104755815332,0.11110000000000002,0.322,0.023,0.10301612602996787,0.06150000000000001,0.12,0.024,0.03096682813018544,0.0728,0.123,0.02,0.03844129723790982,0.08670000000000001,0.132,0.033,0.026866129026878603,0.028700000000000003,0.038,0.015,0.007379400758568107,0.036,0.087,0.018,0.02046134567096374,0.034100000000000005,0.064,0.02,0.012215200002910764,0.1199,0.377,0.032,0.10347672846265162,0.1388,0.443,0.058,0.12115352977845002,0.20810000000000003,0.669,0.119,0.1659038878387122,0.13,0.422,0.039,0.13049308197925452,0.08020000000000001,0.121,0.062,0.015732485852881326,0.2,0.559,0.071,0.14844677310216095,0.1076,0.398,0.058,0.1026398233305832,0.0811,0.302,0.026,0.08767167286086323,0.0242,0.03,0.013,0.0048944412914607065,0.0358,0.059,0.023,0.009829660330968827,0.0748,0.207,0.026,0.05687178562345304,0.11710000000000002,0.321,0.069,0.07592459709767609,0.15999999999999998,0.346,0.093,0.0880996910071514,0.1058,0.393,0.054,0.10127937159713775,0.124,0.38,0.068,0.09358893571832565,0.0776,0.107,0.056,0.013906033862240439,0.042300000000000004,0.081,0.02,0.021623289913116062,0.03430000000000001,0.085,0.014,0.02122393826686168,0.0324,0.07,0.018,0.014331007563244737,0.039400000000000004,0.105,0.023,0.024047175856359237,0.08379999999999999,0.126,0.058,0.017516975893242658,0.07749999999999999,0.097,0.062,0.011452801695072986,0.14769999999999997,0.387,0.074,0.09405796085393305,0.14959999999999998,0.479,0.08,0.13328682522206678,0.056600000000000004,0.133,0.017,0.04464477075263749,0.0264,0.032,0.016,0.005521674464226307
28,SUPPLY030,0.036199999999999996,0.037,0.036,0.0004216370213557843,0.03320000000000001,0.037,0.032,0.0018135294011647248,0.032100000000000004,0.033,0.032,0.00031622776601683816,0.032100000000000004,0.033,0.032,0.00031622776601683816,0.0905,0.308,0.032,0.11443217302062486,0.30779999999999996,0.308,0.307,0.0004216370213557843,0.30779999999999996,0.308,0.307,0.00042163702135578426,0.30779999999999996,0.308,0.307,0.00042163702135578426,0.30779999999999996,0.308,0.307,0.00042163702135578426,0.0941,0.308,0.04,0.11273612257538988,0.0388,0.041,0.032,0.003614784456460256,0.03350000000000001,0.034,0.032,0.0007071067811865481,0.033900000000000007,0.034,0.033,0.0003162277660168382,0.03380000000000001,0.034,0.033,0.00042163702135578426,0.3069,0.481,0.046,0.22433231797689984,0.4807,0.481,0.48,0.0004830458915396484,0.4807,0.481,0.48,0.0004830458915396484,0.4808,0.481,0.48,0.00042163702135578426,0.39390000000000003,0.481,0.046,0.1830964833693488,0.046299999999999994,0.047,0.046,0.0004830458915396484,0.038400000000000004,0.047,0.031,0.007074209810603898,0.03150000000000001,0.032,0.031,0.0005270462766947304,0.03150000000000001,0.032,0.031,0.0005270462766947304,0.142,0.308,0.031,0.1426557628231915,0.30799999999999994,0.309,0.307,0.0004714045207910321,0.30799999999999994,0.308,0.308,5.851389114294502e-17,0.30799999999999994,0.308,0.308,5.851389114294502e-17,0.30799999999999994,0.308,0.308,5.851389114294502e-17,0.30799999999999994,0.309,0.307,0.0004714045207910321,0.30799999999999994,0.309,0.307,0.0004714045207910321,0.0318,0.049,0.019,0.009223159256278007,0.029800000000000004,0.045,0.022,0.007685484153042452,0.029800000000000004,0.049,0.019,0.008715248450592534,0.016,0.046,0.0,0.018660713336371208,0.3741,0.746,0.127,0.2101969711167758,0.21270000000000003,0.304,0.072,0.08395905086542024,0.3582,0.582,0.047,0.196041265497287,0.04069999999999999,0.049,0.028,0.007528464503321895,0.0412,0.062,0.029,0.011311744142949644,0.0412,0.058,0.028,0.009577751997902917
29,SUPPLY031,0.0899,0.109,0.084,0.008748968193132515,0.07010000000000001,0.08,0.068,0.0035103022978402038,0.0692,0.07,0.069,0.00042163702135578426,0.0733,0.079,0.069,0.004738729318662918,0.07240000000000002,0.079,0.067,0.005211099265563413,0.0127,0.059,0.0,0.019488173051594365,0.0051,0.034,0.0,0.010608696642116056,0.0576,0.117,0.011,0.040069938856953605,0.1719,0.188,0.156,0.010619165064479722,0.1399,0.172,0.074,0.04487129743314019,0.07719999999999998,0.086,0.073,0.0045898438608156025,0.06680000000000001,0.073,0.063,0.004341018825626586,0.06360000000000002,0.064,0.063,0.0005163977794943227,0.0736,0.076,0.068,0.00231900361745681,0.048799999999999996,0.086,0.018,0.026178023013376864,0.0317,0.084,0.004,0.02489109613228527,0.0019000000000000002,0.01,0.0,0.003314949304120485,0.0673,0.099,0.0,0.032585102253773715,0.10939999999999998,0.131,0.093,0.01697187215496406,0.08119999999999998,0.124,0.071,0.016897074039936948,0.0668,0.071,0.063,0.0036453928305312804,0.06979999999999999,0.074,0.063,0.004779586221049309,0.06760000000000002,0.074,0.063,0.004880801391392831,0.06150000000000001,0.07,0.041,0.007835106182362106,0.0061,0.028,0.0,0.010754327294422257,0.0,0.0,0.0,0.0,0.0156,0.051,0.0,0.020812389472512655,0.0675,0.08,0.042,0.012851718432438,0.09740000000000001,0.117,0.064,0.021103975402226423,0.06949999999999999,0.075,0.064,0.0047900359543999686,0.07119999999999999,0.074,0.063,0.0037058512292499437,0.06640000000000001,0.074,0.063,0.0042216373863966815,0.06699999999999999,0.073,0.063,0.0041633319989322634,0.0436,0.074,0.0,0.03009318859808644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032100000000000004,0.076,0.0,0.030913679100934517,0.0686,0.078,0.063,0.004599516882842755,0.06899999999999999,0.073,0.066,0.0020548046676563225,0.0698,0.079,0.068,0.0032591750830880833
30,SUPPLY032,0.0219,0.044,0.007,0.013261891938097585,0.0234,0.043,0.006,0.012764534199622537,0.0221,0.043,0.006,0.013939950581771164,0.0226,0.042,0.006,0.013672356539138867,0.0217,0.044,0.006,0.013703608608278656,0.0205,0.045,0.007,0.013142382669144215,0.0198,0.047,0.006,0.013231276078544603,0.019,0.041,0.006,0.011244751862288668,0.023,0.054,0.01,0.014368174708168204,0.022400000000000003,0.054,0.006,0.015735310610216754,0.0223,0.048,0.007,0.014220876672460572,0.0233,0.043,0.01,0.012120231020900549,0.0227,0.052,0.006,0.014514743462348129,0.0219,0.049,0.006,0.01342013412749664,0.023299999999999998,0.046,0.006,0.01246372514316825,0.022199999999999998,0.045,0.006,0.013456101466125569,0.0224,0.051,0.006,0.013761459870877717,0.0207,0.051,0.011,0.011888836967695554,0.0199,0.04,0.006,0.01184576811448807,0.024100000000000003,0.044,0.006,0.01397974725570292,0.023300000000000005,0.048,0.006,0.013400248753910006,0.023200000000000002,0.045,0.007,0.012856472645671087,0.022000000000000002,0.047,0.006,0.013670731102939919,0.0224,0.053,0.006,0.013696714934611144,0.0231,0.049,0.012,0.011967084486670557,0.022600000000000002,0.044,0.006,0.013890044396377333,0.0221,0.048,0.007,0.013843971812870596,0.0253,0.051,0.01,0.013466419139639328,0.027100000000000003,0.048,0.013,0.013386975428046139,0.028500000000000004,0.066,0.007,0.01866220184698949,0.021599999999999998,0.044,0.013,0.01047960983158353,0.028200000000000003,0.052,0.007,0.01698888525543163,0.0248,0.045,0.011,0.011811482172492624,0.022600000000000002,0.055,0.008,0.014893697399310296,0.0215,0.043,0.009,0.011787469806724616,0.0231,0.054,0.007,0.013228336588131134,0.027499999999999997,0.051,0.012,0.014385563751360058,0.0232,0.047,0.014,0.01075794280210363,0.0225,0.052,0.007,0.013435028842544402,0.022000000000000002,0.047,0.01,0.011135528725660045
31,SUPPLY033,0.022799999999999997,0.023,0.022,0.00042163702135578426,0.023,0.026,0.021,0.00149071198499986,0.0235,0.024,0.022,0.0007071067811865481,0.0235,0.024,0.022,0.0007071067811865481,0.0225,0.023,0.021,0.0007071067811865473,0.022899999999999997,0.024,0.021,0.0009944289260117535,0.020799999999999996,0.022,0.019,0.0009189365834726813,0.022299999999999997,0.029,0.021,0.002406010991015812,0.021599999999999998,0.023,0.021,0.0006992058987801001,0.022699999999999998,0.024,0.022,0.0008232726023485653,0.023299999999999998,0.024,0.023,0.0004830458915396484,0.023,0.024,0.022,0.0004714045207910321,0.0241,0.025,0.023,0.0005676462121975472,0.0241,0.025,0.023,0.0005676462121975472,0.023299999999999998,0.024,0.022,0.0008232726023485653,0.022099999999999998,0.023,0.021,0.0007378647873726214,0.021299999999999996,0.022,0.021,0.0004830458915396467,0.021899999999999996,0.023,0.02,0.0009944289260117526,0.020399999999999998,0.021,0.02,0.0005163977794943227,0.021099999999999997,0.022,0.02,0.000567646212197546,0.021899999999999996,0.023,0.021,0.000567646212197546,0.023399999999999997,0.025,0.022,0.0009660917830792969,0.024399999999999998,0.025,0.024,0.0005163977794943227,0.022899999999999997,0.024,0.022,0.0007378647873726226,0.022,0.023,0.021,0.0009428090415820625,0.0201,0.021,0.019,0.0007378647873726226,0.020799999999999996,0.027,0.02,0.0022010098692292236,0.020899999999999995,0.022,0.019,0.0008755950357709132,0.022699999999999998,0.027,0.021,0.0019465068427541906,0.0246,0.033,0.022,0.003373096170846272,0.0237,0.03,0.022,0.0023118054512532935,0.0245,0.025,0.024,0.0005270462766947304,0.023899999999999998,0.025,0.023,0.0007378647873726226,0.0236,0.024,0.023,0.0005163977794943227,0.021299999999999996,0.023,0.02,0.0009486832980505131,0.020499999999999997,0.025,0.019,0.0016499158227686111,0.019899999999999998,0.021,0.019,0.0005676462121975473,0.021599999999999998,0.026,0.02,0.0020655911179772884,0.022899999999999997,0.025,0.022,0.000994428926011754,0.023399999999999997,0.024,0.022,0.0006992058987801016
32,SUPPLY034,0.0936,0.37,0.048,0.10376597601226416,0.0479,0.058,0.043,0.004863697724525608,0.044399999999999995,0.053,0.043,0.003098386676965934,0.0452,0.053,0.043,0.0035213633723318034,0.044199999999999996,0.05,0.042,0.002440400695696418,0.18720000000000003,0.278,0.043,0.10447413289635119,0.30119999999999997,0.346,0.247,0.03783531566025466,0.316,0.327,0.304,0.0075277265270908165,0.3076,0.321,0.291,0.009845472732852065,0.2156,0.31,0.049,0.11359597019456477,0.0499,0.056,0.045,0.0036347092196090617,0.0465,0.055,0.044,0.004301162633521314,0.045,0.054,0.043,0.003197221015541813,0.0455,0.053,0.043,0.003979112128771108,0.0493,0.081,0.043,0.011823235127869569,0.2677,0.359,0.248,0.03376075960177567,0.2665,0.297,0.251,0.015226074127408323,0.2684,0.272,0.262,0.0034058772731852833,0.27809999999999996,0.299,0.257,0.011337744239682078,0.1012,0.258,0.04,0.09248158975949995,0.040499999999999994,0.048,0.039,0.002798809270624445,0.04059999999999999,0.049,0.038,0.004221637386396685,0.03979999999999999,0.049,0.037,0.0043665394383500845,0.030400000000000003,0.038,0.025,0.005758086101783783,0.1726,0.501,0.025,0.18777598947208937,0.28099999999999997,0.306,0.259,0.01398411797560201,0.28939999999999994,0.316,0.264,0.01542868900601876,0.30989999999999995,0.392,0.28,0.03613385608477949,0.25630000000000003,0.332,0.048,0.10838619223252871,0.047099999999999996,0.055,0.044,0.003725288952252937,0.04479999999999999,0.051,0.042,0.0033598941782277737,0.044,0.053,0.043,0.00316227766016838,0.044899999999999995,0.052,0.043,0.0031073389830457124,0.043699999999999996,0.053,0.042,0.0033015148038438354,0.2827,0.382,0.049,0.12458647153238145,0.31700000000000006,0.337,0.296,0.012110601416389978,0.3247,0.392,0.297,0.030324357646398167,0.149,0.341,0.023,0.14539753933421448,0.024,0.032,0.022,0.003771236166328254,0.0246,0.031,0.022,0.0033399933466334267
33,SUPPLY035,0.022199999999999998,0.028,0.015,0.005050852513300216,0.2366,0.36,0.015,0.1589522639732515,0.023399999999999997,0.049,0.014,0.009834180754445747,0.0212,0.027,0.015,0.0041041983924323695,0.0499,0.31,0.015,0.09148703611866425,0.1749,0.386,0.035,0.1530732939912555,0.06599999999999999,0.286,0.021,0.07843326958490114,0.23539999999999997,0.373,0.025,0.13777695340255164,0.1277,0.451,0.019,0.17643824856180013,0.43179999999999996,0.572,0.308,0.07225694891611924,0.3564,0.409,0.226,0.04916683615789995,0.1335,0.357,0.012,0.1568107493480951,0.022299999999999997,0.027,0.014,0.004808557187163548,0.0212,0.027,0.012,0.005452828012447608,0.15089999999999998,0.433,0.012,0.1921402554848353,0.2534,0.48,0.019,0.19730078560411257,0.07120000000000001,0.143,0.012,0.04241540600615143,0.34819999999999995,0.456,0.122,0.14307169919697993,0.3237,0.419,0.082,0.11769362297460678,0.178,0.447,0.043,0.13683079575397736,0.0438,0.053,0.03,0.007020604595680409,0.0259,0.042,0.019,0.006607235091591305,0.028200000000000003,0.05,0.017,0.008416914187779536,0.021899999999999996,0.027,0.017,0.003665151201974256,0.27390000000000003,0.408,0.019,0.15993780041003441,0.38239999999999996,0.563,0.291,0.07760469630691745,0.3908,0.422,0.335,0.02546369965264277,0.13030000000000003,0.385,0.087,0.08985797435706838,0.11809999999999998,0.144,0.087,0.017297719824043607,0.13710000000000003,0.463,0.04,0.1546921315243783,0.035300000000000005,0.049,0.018,0.01084281636230489,0.021599999999999998,0.027,0.017,0.0036270588023294514,0.021699999999999997,0.027,0.018,0.00294580681270476,0.0212,0.026,0.016,0.003794733192202055,0.07409999999999999,0.114,0.04,0.019547378340841515,0.3093,0.68,0.054,0.2412173063627253,0.3898,0.572,0.314,0.0721630869012067,0.38060000000000005,0.439,0.296,0.04687856653098514,0.1698,0.31,0.043,0.09674801175103176,0.1643,0.503,0.046,0.15680068735677008
34,SUPPLY036,0.1826,0.511,0.038,0.21429273850921263,0.07429999999999999,0.105,0.047,0.017944668041262594,0.026500000000000003,0.039,0.02,0.006851601597031489,0.0246,0.038,0.016,0.008289216555930427,0.15150000000000002,0.359,0.016,0.16164106326467087,0.7186999999999999,0.804,0.466,0.10194884338072044,0.3317,0.536,0.124,0.16892605219773268,0.0392,0.127,0.024,0.03136806585614668,0.1379,0.376,0.026,0.1161918432784524,0.2813,0.539,0.021,0.242199206347906,0.5362,0.567,0.515,0.017093208527885498,0.024800000000000003,0.036,0.016,0.007656515018088988,0.023799999999999998,0.036,0.016,0.007941452428030195,0.1192,0.483,0.016,0.16111817609030543,0.2024,0.628,0.015,0.20382029121535253,0.489,0.625,0.308,0.14781670331115415,0.17759999999999998,0.328,0.026,0.13760587842740504,0.20140000000000002,0.338,0.025,0.14944132999646087,0.40059999999999996,0.601,0.172,0.15031315459547925,0.2217,0.758,0.064,0.2047133768630342,0.0747,0.09,0.061,0.008781925883439363,0.06289999999999998,0.083,0.039,0.015616586623772102,0.1588,0.547,0.042,0.20515620065371332,0.5454,0.563,0.534,0.008959166627910565,0.20929999999999999,0.412,0.057,0.1292766628419668,0.06459999999999999,0.19,0.004,0.061606637449042594,0.07429999999999999,0.091,0.061,0.00988882646671934,0.0514,0.079,0.023,0.019545957240423004,0.28270000000000006,0.77,0.059,0.2686298775473628,0.3403999999999999,0.361,0.324,0.011236844159579077,0.0902,0.307,0.016,0.08993553246631722,0.04,0.078,0.016,0.026195843605851334,0.0437,0.067,0.016,0.019160433769156226,0.03610000000000001,0.075,0.016,0.018168654325513487,0.2799,0.752,0.016,0.21895887488039595,0.1326,0.305,0.025,0.11654393544448757,0.1204,0.317,0.043,0.09420922342200777,0.17509999999999998,0.516,0.038,0.1917750128550525,0.5213,0.959,0.21,0.261806565574238,0.06780000000000001,0.184,0.041,0.04414320131370427
35,SUPPLY037,0.132,0.155,0.112,0.014243907079480993,0.11800000000000002,0.14,0.103,0.01159501808728406,0.11629999999999999,0.133,0.102,0.012220656465364065,0.1081,0.127,0.096,0.010877601859887235,0.11040000000000001,0.136,0.096,0.01231259517729711,0.12450000000000001,0.139,0.106,0.011128042655082404,0.1313,0.148,0.113,0.013727911551126612,0.12930000000000003,0.16,0.113,0.01441488428288236,0.13330000000000003,0.149,0.106,0.01507794563076961,0.1308,0.153,0.114,0.012994015716646042,0.12100000000000002,0.159,0.106,0.0193275853524323,0.11200000000000002,0.125,0.101,0.007408703590297624,0.1122,0.123,0.098,0.008469553313683863,0.10990000000000003,0.131,0.084,0.016927623709323304,0.11880000000000002,0.14,0.105,0.011839669665061515,0.1282,0.161,0.098,0.019589112622406698,0.12290000000000001,0.141,0.111,0.011732670435819612,0.1312,0.168,0.111,0.016314955647435205,0.1383,0.184,0.119,0.01853555142602093,0.1323,0.158,0.099,0.017932280018633062,0.11610000000000001,0.133,0.1,0.009433392225964576,0.11340000000000001,0.132,0.1,0.011491059326469622,0.1196,0.138,0.102,0.010946333734279357,0.12360000000000002,0.141,0.109,0.012130768959779737,0.12309999999999999,0.145,0.11,0.012133058604948345,0.12969999999999998,0.155,0.11,0.013784451788559134,0.1286,0.151,0.113,0.01169235267647667,0.1315,0.154,0.112,0.01306607141501309,0.1319,0.16,0.115,0.014371654200002321,0.1288,0.147,0.112,0.010622826575090285,0.12210000000000001,0.139,0.101,0.013835943528843035,0.1149,0.145,0.097,0.014955118038837258,0.11740000000000002,0.149,0.092,0.018044389709823937,0.129,0.147,0.11,0.014514360704718158,0.12430000000000001,0.153,0.104,0.015705979045502947,0.11970000000000003,0.138,0.101,0.014407174138833289,0.12550000000000003,0.144,0.108,0.01186263976618283,0.1366,0.161,0.115,0.014721111069179223,0.1413,0.194,0.119,0.021370020537607767,0.1202,0.14,0.106,0.012163698268025052
